uid,created_at,updated_at,deleted_at,category_id,category_type,url,name_en,name_kn,name_hn,name_ta,name_te,name_ml,name_mr,name_gu,name_bn,name_or,name_pa,name_ur,name_ne
master_icons_4d1ecd30-9b44-4ad5-a9a7-87c5ee91933d,2026-01-14 12:20:48.145 +0530,,,crop_060,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Finger_Millet.jpeg,Finger_Millet,ರಾಗಿ,रागी,விரல்_தினை,ఫింగర్_మిల్లెట్,ഫിംഗർ_മില്ലറ്റ്,फिंगर_बाजरा,ફિંગર_બાજરી,ফিঙ্গার_মিলেট,ଫିଙ୍ଗର_ମିଲେଟ୍,ਫਿੰਗਰ_ਬਾਜਰਾ,انگلی_جوار,औंला_बाजरा
master_icons_348a5c45-1782-4f76-857c-76af4a3b5664,2026-01-14 12:20:48.145 +0530,,,crop_061,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Gingelly.jpg,Gingelly,ಎಳ್ಳು,तिल,ஜின்ஜெல்லி,జింజెల్లీ,ജിഞ്ചല്ലി,जिंजेली,ગિન્જેલી,জিঞ্জেলি,ଜିଞ୍ଜେଲି,ਜਿੰਜੇਲੀ,جنجیلی,जिन्जेली
master_icons_531ce482-c1f4-4d08-944e-339e62bdc4c7,2026-01-14 12:20:48.145 +0530,,,crop_062,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Green_Gram.png,Green_Gram,ಹೆಸರು ಕಾಳು,मूंग,பச்சை_கிராம்,గ్రీన్_గ్రామ్,ഗ്രീൻ_ഗ്രാം,हिरवा_ग्राम,ગ્રીન_ગ્રામ,সবুজ_গ্রাম,ସବୁଜ_ଗ୍ରାମ,ਹਰਾ_ਗ੍ਰਾਮ,سبز_گرام,हरियो_ग्राम
master_icons_75e94acd-0791-4f18-bfbe-433058e9ef8c,2026-01-14 12:20:48.145 +0530,,,crop_063,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Groundnut.png,Groundnut,ಕಡಲೆಕಾಯಿ,मूंगफली,நிலக்கடலை,వేరుశనగ,നിലക്കടല,भुईमूग,મગફળી,চীনাবাদাম,ଚିନାବାଦାମ,ਮੂੰਗਫਲੀ,مونگ پھلی,बदाम
master_icons_3d4e49b5-e999-445c-8315-907f21c66e9f,2026-01-14 12:20:48.145 +0530,,,crop_064,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Henna.jpeg,Henna,ಮದರಂಗಿ,मेंहदी,ஹென்னா,హెన్నా,ഹെന്ന,मेंदी,મેંદી,মেহেদি,ହେନା,ਹਿਨਾ,مہندی,मेहंदी
master_icons_b518c5fa-4187-4a16-b32e-2d8c583b0529,2026-01-14 12:20:48.145 +0530,,,crop_065,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Hevea.jpeg,Hevea,ರಬ್ಬರ್,रबर,ஹெவியா,హెవియా,ഹെവിയ,हेव्हिया,હેવિયા,হেভিয়া,ହେଭିଆ,ਹੇਵੀਆ,ہیویا۔,हेभिया
master_icons_3cdee793-421a-4d07-a90e-6e4e920e8c38,2026-01-14 12:20:48.145 +0530,,,crop_066,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Hops.jpeg,Hops,ಹಾಪ್ಸ್,हॉप्स,ஹாப்ஸ்,హాప్స్,ഹോപ്സ്,हॉप्स,હોપ્સ,হপস,ହପ୍ସ,ਹੌਪਸ,ہاپس,हप्स
master_icons_32262388-9fc9-425a-840e-7e1b235e911f,2026-01-14 12:20:48.145 +0530,,,crop_067,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Horse_Gram.png,Horse_Gram,ಹುರುಳಿ ಕಾಳು,कुलथी,குதிரை_கிராம்,గుర్రం_గ్రామ్,കുതിര_ഗ്രാം,घोडा_ग्राम,ઘોડા_ગ્રામ,ঘোড়া_গ্রাম,ଘୋଡ଼ା_ଗ୍ରାମ,ਘੋੜਾ_ਗ੍ਰਾਮ,گھوڑا_گرام,घोडा_ग्राम
master_icons_d5c4d1f6-c565-4a95-84c7-11cb3a818295,2026-01-14 12:20:48.145 +0530,,,crop_068,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Hyacinth_Bean.jpeg,Hyacinth_Bean,ಅವರೆಕಾಯಿ,सेम,பதுமராகம்_பீன்,హైసింత్_బీన్,ഹയാസിന്ത്_ബീൻ,हायसिंथ_बीन,હાયસિન્થ_બીન,কচুরিপানা_শিম,ହାଇସିନ୍ଥ_ବିନ୍,ਕਪਾਹ_ਬੀਨ,سیم,जलकुम्भी_बीन
master_icons_8b51a878-f56e-43f0-bee7-35b70a867be1,2026-01-14 12:20:48.145 +0530,,,crop_069,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Indian_Mustard.jpeg,Indian_Mustard,ಸಾಸಿವೆ,सरसों,இந்திய_கடுகு,ఇండియన్_మస్టర్డ్,ഇന്ത്യൻ_കടുക്,भारतीय_मोहरी,ભારતીય_સરસવ,ভারতীয়_সরিষা,ଭାରତୀୟ_ସରିଷ,ਇੰਡੀਅਨ_ਮਸਟਰਡ,انڈین_سرسوں,भारतीय_तोरी
master_icons_47c559f2-226f-4441-bd2b-2907824f7589,2026-01-14 12:20:48.145 +0530,,,crop_070,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Indigo.jpeg,Indigo,ನೀಲಿ,नील,இண்டிகோ,ఇండిగో,ഇൻഡിഗോ,इंडिगो,ઈન્ડિગો,নীল,ଇଣ୍ଡିଗୋ,ਇੰਡੀਗੋ,انڈگو,इन्डिगो
master_icons_78e2a72f-a286-4c76-9c9c-6c10c385f20d,2026-01-14 12:20:48.145 +0530,,,crop_071,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Isabgol.jpeg,Isabgol,ಇಸಬ್ಗೋಲ್,इसबगोल,இசப்கோல்,ఇసాబ్గోల్,ഇസബ്ഗോൾ,इसबगोल,ઇસબગોલ,ইসবগুল,ଇସାବଗୋଲ୍,ਇਸਬਗੋਲ,اسابگول,इसबगोल
master_icons_a04821e2-1738-46db-9734-ae6bdf1020b9,2026-01-14 12:20:48.145 +0530,,,crop_072,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Italia_Millet.jpeg,Italia_Millet,ನವಣೆ,कांगनी,இத்தாலியா_மில்லட்,ఇటాలియా_మిల్లెట్,ഇറ്റാലിയ_മില്ലറ്റ്,इटालिया_बाजरा,ઇટાલિયા_બાજરી,ইতালিয়া_মিলেট,ଇଟାଲୀ_ମିଲେଟ୍,ਇਟਲੀ_ਬਾਜਰਾ,اطالوی باجرا,इटाली_बाजरा
master_icons_ac8f2822-a208-4c70-849e-7f3c2cf26a13,2026-01-14 12:20:48.145 +0530,,,crop_073,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Japanese_Mint.jpg,Japanese_Mint,ಜಪಾನೀಸ್ ಪುದೀನ,जापानी पुदीना,ஜப்பானிய_புதினா,జపనీస్_మింట్,ജാപ്പനീസ്_മിന്റ്,जपानी_पुदीना,જાપાનીઝ_ફૂદીનો,জাপানি_পুদিনা,ଜାପାନୀ_ପୁଦି,ਜਪਾਨੀ_ਪੁਦੀਨਾ,جاپانی_ٹکسال,जापानी_पुदिना
master_icons_7fd750a1-4051-46ba-abae-10514be95955,2026-01-14 12:20:48.145 +0530,,,crop_074,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Jowar.jpg,Jowar,ಜೋಳ,ज्वार,ஜோவர்,జోవర్,ജോവർ,ज्वारी,જુવાર,জোয়ার,ଜୱାର,ਜਵਾਰ,جوار,ज्वार
master_icons_ba72d0f3-43a1-4c2e-8898-e5dd6dafdf2b,2026-01-14 12:20:48.145 +0530,,,crop_075,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Kodo_Millet.png,Kodo_Millet,ಹಾರಕ,कोदों,கோடோ_தினை,కోడో_మిల్లెట్,കോഡോ_മില്ലറ്റ്,कोडो_बाजरा,કોડો_બાજરી,কোডো_মিলেট,କୋଡୋ_ମିଲେଟ୍,ਕੋਡੋ_ਬਾਜਰਾ,کوڈو_ملٹ,कोडो_बाजरा
master_icons_7a8fc9a6-a066-4edb-a567-e7d895e0912c,2026-01-14 12:20:48.145 +0530,,,crop_076,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Lemon_Grass.jpeg,Lemon_Grass,ಮಜ್ಜಿಗೆ ಹುಲ್ಲು,लेमन ग्रास,எலுமிச்சை_புல்,నిమ్మకాయ_గడ్డి,നാരങ്ങ_പുല്ല്,लिंबू_गवत,લીંબુ_ઘાસ,লেবু_ঘাস,ଲେମ୍ବୁ_ଘାସ,ਨਿੰਬੂ_ਘਾਹ,لیمن_گراس,लेमन_ग्रास
master_icons_0260f3ab-3d99-4ad1-979b-b127b51c760f,2026-01-14 12:20:48.145 +0530,,,crop_077,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Lentil.jpg,Lentil,ಮಸೂರ್ ಬೇಳೆ,मसूर,பருப்பு,కాయధాన్యాలు,പയറ്,मसूर,મસૂર,মসুর ডাল,ମସୁର ଡାଲି,ਦਾਲ,دال,दाल
master_icons_cf1f0963-9759-4273-bb09-83b660b8844b,2026-01-14 12:20:48.145 +0530,,,crop_078,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Lucerne.jpg,Lucerne,ಕುದುರೆ ಮಸಾಲೆ,रिजका,லூசெர்ன்,లూసర్న్,ലൂസേൺ,लुसर्न,લ્યુસર્ન,লুসার্ন,ଲୁସର୍ଣ୍ଣ,ਲੂਸਰਨ,لوسرن,लुसर्न
master_icons_bc274093-6511-4b3a-beb9-c0adda05f3c5,2026-01-14 12:20:48.145 +0530,,,crop_079,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Mulberry.jpg,Mulberry,ಹಿಪ್ಪುನೇರಳೆ,शहतूत,மல்பெரி,మల్బరీ,മൾബറി,तुती,શેતૂર,তুঁত,ତୁଲବେରୀ,ਸ਼ਹਿਤੂਤ,مَل بیری,मलबेरी
master_icons_8cb465d6-6eb5-4c26-b9b6-3e9e830d2b1c,2026-01-14 12:20:48.145 +0530,,,crop_080,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Mung_Bean.png,Mung_Bean,ಹೆಸರು ಕಾಳು,मूंग,மங்_பீன்,ముంగ్_బీన్,മുങ്_ബീൻ,मूग_बीन,મગ_બીન,মুগ_বিন,ମୁଙ୍ଗ_ବିନ୍,ਮੂੰਗ_ਬੀਨ,مونگ_بین,मुग_बीन
master_icons_023eb7d1-5f5d-4292-af94-1c63a6988ba4,2026-01-14 12:20:48.145 +0530,,,crop_081,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Nutmeg.jpg,Nutmeg,ಜಾಜಿಕಾಯಿ,जायफल,ஜாதிக்காய்,జాజికాయ,ജാതിക്ക,जायफळ,જાયફળ,জায়ফল,ଜାଇଫଳ,ਜਾਇਫਲ,جائفل,जायफल
master_icons_018028f1-1c53-4794-bfae-33f9ead38831,2026-01-14 12:20:48.145 +0530,,,crop_082,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Oats.jpg,Oats,ಓಟ್ಸ್,जई,ஓட்ஸ்,ఓట్స్,ഓട്സ്,ओट्स,ઓટ્સ,ওটস,ଓଟ୍ସ,ਓਟਸ,جئی,ओट्स
master_icons_2e8b01e3-8e05-4e19-9325-2c560a1e8ca9,2026-01-14 12:20:48.145 +0530,,,crop_083,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Oil%20Palm.jpg,Oil_Palm,ತಾಳೆ ಎಣ್ಣೆ ಮರ,तेल ताड़,எண்ணெய்_பனை,ఆయిల్_పామ్,ഓയിൽ_പാം,तेल_पाम,તેલ_ખજૂર,তেল_খেজুর,ତେଲ_ପାମ୍,ਤੇਲ_ਖਜੂਰਾ,تیل_کھجور,तेल_खजूर
master_icons_d0e343dd-8d55-46c6-aed5-b88bfbf08a56,2026-01-14 12:20:48.145 +0530,,,crop_084,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Pigeon_Pea.jpg,Pigeon_Pea,ತೊಗರಿ ಬೇಳೆ,अरहर,புறா_பட்டாணி,పావురం_బఠానీ,പീജിയൺ_പയർ,कबूतर_मटार,કબૂતર_મટાર,কবুতর_মটর,କପୋତ_ମଟର,ਕਬੂਤਰ_ਮਟਰ,کبوتر_مٹر,परेवा_बटर
master_icons_003692af-1dd1-4b45-a402-d1fa30c01103,2026-01-14 12:20:48.145 +0530,,,crop_085,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Quinoa.jpg,Quinoa,ಕಿನ್ವಾ,क्विनोआ,குயினோவா,క్వినోవా,കിനോവ,क्विनोआ,ક્વિનોઆ,কুইনোয়া,କ୍ୱିନୋଆ,ਕੁਇਨੋਆ,کوئنوا۔,क्विनोआ
master_icons_9c9da122-f88c-4c0f-958d-f8dff2cc65d8,2026-01-14 12:20:48.145 +0530,,,crop_086,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Rajma.jpeg,Rajma,ರಾಜ್ಮಾ,राजमा,ராஜ்மா,రాజ్మా,രാജ്മ,राजमा,રાજમા,রাজমা,ରାଜମା,ਰਾਜਮਾ,راجما,राजमा
master_icons_8467c106-7262-42c6-a250-f46c769ba7f5,2026-01-14 12:20:48.145 +0530,,,crop_087,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Rapeseed.jpeg,Rapeseed,ಸಾಸಿವೆ,तोरिया,ரேப்சீட்,రాప్ సీడ్,റാപ്സീഡ്,रेपसीड,રેપસીડ,রেপসিড,ରେପସିଡ୍,ਰੇਪਸੀਡ,ریپسیڈ,रेपसीड
master_icons_7bdf3128-bf00-4171-9591-fdf1500c9180,2026-01-14 12:20:48.145 +0530,,,crop_088,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Rye.jpeg,Rye,ರೈ,राई,கம்பு,రై,റൈ,राई,રાઈ,রাই,ରାଇ,ਰਾਈ,رائی,राई
master_icons_4955be9d-42fb-4725-bf30-b6d9e3988198,2026-01-14 12:20:48.145 +0530,,,crop_089,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Sandalwood.jpeg,Sandalwood,ಶ್ರೀಗಂಧ,चंदन,சந்தனம்,గంధపు చెక్క,ചന്ദനം,चंदन,ચંદન,চন্দন কাঠ,ଚନ୍ଦନ,ਚੰਦਨ,صندل کی لکڑی,चन्दन
master_icons_3ca67b23-17fe-4df2-bb1c-339f648511b1,2026-01-14 12:20:48.145 +0530,,,crop_090,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Soybean.png,Soybean,ಸೋಯಾ ಅವರೆ,सोयाबीन,சோயாபீன்,సోయాబీన్,സോയാബീൻ,सोयाबीन,સોયાબીન,সয়াবিন,ସୋୟାବିନ୍,ਸੋਇਆਬੀਨ,سویا بین,भटमास
master_icons_e1020383-0b84-4156-8b96-7d1446c9b7fd,2026-01-14 12:20:48.145 +0530,,,crop_091,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Tea.jpeg,Tea,ಚಹಾ,चाय,தேநீர்,టీ,ചായ,चहा,ચા,চা,ଚା,ਚਾਹ,چائے,चिया
master_icons_0cefe375-22a1-4c29-91cf-fa6b0600afc2,2026-01-14 12:20:48.145 +0530,,,crop_092,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Teak.jpeg,Teak,ತೇಗ,सागवान,தேக்கு மரம்,టేకు,തേക്ക്,सागवान,સાગ,সেগুন কাঠ,ସାଗୁଆନ୍,ਟੀਕ,ساگوان,सागौन
master_icons_727aecca-8130-42c5-9abb-12a0a0eef9e9,2026-01-14 12:20:48.145 +0530,,,crop_093,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Tobacco.jpeg,Tobacco,ತಂಬಾಕು,तंबाकू,புகையிலை,పొగాకు,പുകയില,तंबाखू,તમાકુ,তামাক,ତମାଖୁ,ਤੰਬਾਕੂ,تمباکو,सुर्ती
master_icons_b3b804fe-17ee-4f8b-bb96-6141c53dd82a,2026-01-14 12:20:48.145 +0530,,,crop_094,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Turmeric.jpeg,Turmeric,ಅರಿಶಿನ,हल्दी,மஞ்சள்,పసుపు,മഞ്ഞൾ,हळद,હળદર,হলুদ,ହଳଦୀ,ਹਲਦੀ,ہلدی,बेसार
master_icons_93d4a4f4-3cf3-40f5-9553-6b287acbb92a,2026-01-14 12:20:48.145 +0530,,,crop_095,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Urad_Bean.jpeg,Urad_Bean,ಉದ್ದಿನ ಕಾಳು,उड़द,உளுந்து_பீன்,ఉరాద్_బీన్,ഉറാദ്_ബീൻ,उडद_बीन,અડદ_બીન,উরদ_বিন,ଉରାଦ_ବିନ,ਉੜਦ_ਬੀਨ,اُڑد_بین,उडद_बीन
master_icons_fc5f80f1-b066-4220-ba3a-9ef9b2b9bcef,2026-01-14 12:20:48.145 +0530,,,crop_096,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Vanilla.jpeg,Vanilla,ವೆನಿಲ್ಲಾ,वेनिला,வெண்ணிலா,వెనిల్లా,വാനില,व्हॅनिला,વેનીલા,ভ্যানিলা,ଭାନିଲା,ਵਨੀਲਾ,ونیلا,भेनिला
master_icons_c33aafa9-65b4-4573-aeac-9cdcbfc929a8,2026-01-14 12:20:48.145 +0530,,,crop_097,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Velvet_Bean.jpeg,Velvet_Bean,ನಸುಗುನ್ನಿ,कौंच,வெல்வெட்_பீன்,వెల్వెట్_బీన్,വെൽവെറ്റ്_ബീൻ,मखमली_बीन,વેલ્વેટ_બીન,মখমল_শিম,ଭେଲଭେଟ୍_ବିନ୍,ਮਖਮਲੀ_ਬੀਨ,کونچ,मखमली_बीन
master_icons_774b2134-7628-433f-8a5e-ec891bb3a1d0,2026-01-14 12:20:48.145 +0530,,,crop_098,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Walnut.jpeg,Walnut,ಅಕ್ರೋಟ್,अखरोट,வால்நட்,వాల్నట్,വാൽനട്ട്,अक्रोड,અખરોટ,আখরোট,ଅଖରୋଟ,ਅਖਰੋਟ,اخروٹ,ओखर
master_icons_4d2df5ca-3d40-42e3-951d-25ce75a77eea,2026-01-14 12:20:48.145 +0530,,,crop_099,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Wheat.jpeg,Wheat,ಗೋಧಿ,गेहूं,கோதுமை,గోధుమ,ഗോതമ്പ്,गहू,ઘઉં,গম,ଗହମ,ਕਣਕ,گندم,गहुँ
master_icons_b3b1668e-be78-4406-a450-ea73b26ec440,2026-01-14 12:20:48.145 +0530,,,crop_101,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/Xylopia.jpeg,Xylopia,ಕ್ಸೈಲೋಪಿಯಾ,जाइलोपिया,சைலோபியா,జిలోపియా,സൈലോപ്പിയ,झायलोपिया,ઝાયલોપિયા,জাইলোপিয়া,ଜାଇଲୋପିଆ,ਜ਼ਾਈਲੋਪੀਆ,زائلوپیا,जाइलोपिया
master_icons_b3620a3c-53d1-4fb0-bfa8-abbe54454db1,2026-01-14 12:20:48.145 +0530,,,crop_102,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/a6330533-6d67-4f4c-a493-5be05552503e.jpg,Black_Gram,ಉದ್ದಿನ ಕಾಳು,उड़द,பிளாக்_கிராம்,బ్లాక్_గ్రామ్,ബ്ലാക്ക്_ഗ്രാം,काळा_ग्रॅम,કાળો_ગ્રામ,কালো_গ্রাম,କଳା_ଗ୍ରାମ,ਕਾਲਾ_ਗ੍ਰਾਮ,کالا_گرام,कालो_ग्राम
master_icons_91b40aab-d5c9-4893-ad9f-5770f12fa6f8,2026-01-14 12:20:48.145 +0530,,,crop_103,crop,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/crops/0f895a6a-bf6e-4666-92cb-eeb4cc141e48.jpg,Xanthosoma,ಕ್ಸಾಂಥೋಸೋಮಾ,ज़ैंथोसोमा,சாந்தோசோமா,జాంతోసోమా,സാന്തോസോമ,झँथोसोमा,ઝેન્થોસોમા,জ্যান্থোসোমা,ଜାନ୍ଥୋସୋମା,ਜ਼ੈਂਥੋਸੋਮਾ,اروی,जान्थोसोमा
master_icons_939d3c04-4202-4d7f-9d2e-f1b8fc83bc8f,2026-01-14 12:20:48.145 +0530,,,fruit_001,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/almond.png,Almond,ಬಾದಾಮಿ,बादाम,பாதாம்,బాదం,ബദാം,बदाम,બદામ,বাদাম,ବାଦାମ,ਬਦਾਮ,بادام,बदाम
master_icons_83183352-31b4-4782-a2a1-8023f704b959,2026-01-14 12:20:48.145 +0530,,,fruit_002,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/amla.png,Amla,ನೆಲ್ಲಿಕಾಯಿ,आंवला,அம்லா,ఆమ్లా,അംല,आवळा,આમળા,আমলা,ଆମଲା,ਆਂਵਲਾ,آملہ,अमला
master_icons_84a7a471-7a0c-478d-a041-19fdabb61b74,2026-01-14 12:20:48.145 +0530,,,fruit_003,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/apricot.png,Apricot,ಜಾರ್ದಾಳು,खुबानी,பாதாமி,నేరేడు పండు,ആപ്രിക്കോട്ട്,जर्दाळू,જરદાળુ,এপ্রিকট,ଆପ୍ରିକୋଟ,ਖੜਮਾਨੀ,خوبانی,खुबानी
master_icons_bcd9ca9b-718a-4773-9b6d-5eae2a406037,2026-01-14 12:20:48.145 +0530,,,fruit_004,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/arecanut.png,Arecanut,ಅಡಿಕೆ,सुपारी,பாக்கு,అరెకనట్,അരെക്കനട്ട്,सुपारी,સોપારી,আরকানাট,ଆରେକାନଟ୍,ਸੁਪਾਰੀ,آرکینوٹ,सुपारी
master_icons_fbe354c1-b64f-4b68-9d3d-abc266da83c6,2026-01-14 12:20:48.145 +0530,,,fruit_005,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/banana.png,Banana,ಬಾಳೆಹಣ್ಣು,केला,வாழைப் பழம்,అరటి,വാഴപ്പഴം,केळी,કેળા,কলা,କଦଳୀ,ਕੇਲਾ,کیلا,केरा
master_icons_b35ff231-db64-41a2-b04c-cba63f277afa,2026-01-14 12:20:48.145 +0530,,,fruit_006,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/ber.png,Ber,ಬಾರೆಹಣ್ಣು,बेर,பெர்,బెర్,ബെർ,बेर,બેર,বের,ବେର୍,ਬੇਰ,بیر,बेर
master_icons_2b2b792d-0cce-471d-8b21-007406c1d514,2026-01-14 12:20:48.145 +0530,,,fruit_007,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/cashew.png,Cashew,ಗೋಡಂಬಿ,काजू,முந்திரி,జీడిపప్పు,കശുവണ്ടി,काजू,કાજુ,কাজু,କାଜୁ,ਕਾਜੂ,کاجو,काजू
master_icons_3b1284ab-4cce-4668-86e4-671d2ab46c89,2026-01-14 12:20:48.145 +0530,,,fruit_008,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/coconut.png,Coconut,ತೆಂಗಿನಕಾಯಿ,नारियल,தேங்காய்,కొబ్బరి,നാളികേരം,नारळ,નાળિયેર,নারকেল,ନଡ଼ିଆ,ਨਾਰੀਅਲ,ناریل,नरिवल
master_icons_cd2d5937-db4d-4d48-9248-23ab893eb668,2026-01-14 12:20:48.145 +0530,,,fruit_009,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/cotton.png,Cotton,ಹತ್ತಿ,कपास,பருத்தி,పత్తి,പരുത്തി,कापूस,કપાસ,তুলা,କପା,ਕਪਾਹ,کپاس,कपास
master_icons_66d9bd3d-b2d7-4da7-acbb-8cd9c7b86665,2026-01-14 12:20:48.145 +0530,,,fruit_010,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/custard-apple.png,Custard_Apple,ಸೀತಾಫಲ,शरीफा,கஸ்டர்ட்_ஆப்பிள்,కస్టర్డ్_ఆపిల్,കസ്റ്റാർഡ്_ആപ്പിൾ,कस्टर्ड_अ‍ॅपल,કસ્ટર્ડ_એપલ,কাস্টার্ড_আপেল,କଷ୍ଟାର୍ଡ_ଆପଲ,ਕਸਟਰਡ_ਐਪਲ,شریفہ,कस्टर्ड_एप्पल
master_icons_0dd4d8bd-5dce-4395-b0be-96ebd2d484ca,2026-01-14 12:20:48.145 +0530,,,fruit_011,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/date-palm.png,Date_Palm,ಖರ್ಜೂರ,खजूर,தேதி_பனை,డేట్_పామ్,തീയതി_പാം,खजूर_पाम,ખજૂર_ખજૂર,খেজুর_পাম,ତାରିଖ_ପାମ୍,ਡੇਟ_ਪਾਮ,کھجور_کھجور,मिति_खजूर
master_icons_500e7feb-af94-4482-be09-fad8daf26afb,2026-01-14 12:20:48.145 +0530,,,fruit_012,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/fig.png,Fig,ಅಂಜೂರ,अंजीर,படம்,అత్తి,അത്തിപ്പഴം,अंजीर,ફિગ,চিত্র,ଚିତ୍ର,ਅੰਜੀਰ,انجیر,चित्र
master_icons_c7c7f56d-e47d-4f1c-b7f0-fcb719928646,2026-01-14 12:20:48.145 +0530,,,fruit_013,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/grapes.png,Grapes,ದ್ರಾಕ್ಷಿ,अंगूर,திராட்சை,ద్రాక్ష,മുന്തിരി,द्राक्षे,દ્રાક્ષ,আঙ্গুর,ଅଙ୍ଗୁର,ਅੰਗੂਰ,انگور,अंगुर
master_icons_5ada1024-3830-4b98-ae4b-a696f25498b2,2026-01-14 12:20:48.145 +0530,,,fruit_014,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/guava.png,Guava,ಸೀಬೆಹಣ್ಣು,अमरूद,கொய்யா,జామ,പേരയ്ക്ക,पेरू,જામફળ,পেয়ারা,ଗୁଆଭା,ਅਮਰੂਦ,امرود,अम्बा
master_icons_ca7239ed-fcea-4673-8c19-7cb8cf97e025,2026-01-14 12:20:48.145 +0530,,,fruit_015,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/indian-raspberry.png,Indian_Raspberry,ಇಂಡಿಯನ್ ರಾಸ್ಪ್ಬೆರಿ,रसभरी,இந்திய_ராஸ்பெர்ரி,ఇండియన్_రాస్ప్బెర్రీ,ഇന്ത്യൻ_റാസ്ബെറി,इंडियन_रास्पबेरी,ભારતીય_રાસ્પબેરી,ইন্ডিয়ান_রাস্পবেরি,ଇଣ୍ଡିଆନ୍_ରାସ୍ପେରୀ,ਇੰਡੀਅਨ_ਰਸਬੇਰੀ,انڈین_رسبری,इन्डियन_रास्पबेरी
